Source	Target	#inTop50	#inCorpus	judgement	similarity
לאדז	אדעססא	19	579	True	0.7612237334251404
לאדז	אפטא	2	3	True	0.7544831037521362
לאדז	מינסק	29	410	True	0.7543846368789673
לאדז	האראדאק	19	20	True	0.7532913088798523
לאדז	מאריאמפאל	22	27	True	0.7507096529006958
לאדז	אזאר	10	6	True	0.7496261596679688
לאדז	וולאדיסלאוואוו	16	13	True	0.749238133430481
לאדז	זאבלודווא	10	7	True	0.7482826709747314
לאדז	מיטוי	8	6	True	0.7466433644294739
לאדז	דינאבורג	21	101	True	0.745862603187561
לאדז	קריוואזאר	20	11	True	0.7446577548980713
לאדז	וואדשא	3	21	True	0.7437993288040161
לאדז	פלאצק	12	104	True	0.7412726283073425
לאדז	המעלניק	12	14	True	0.7412723898887634
לאחוויץ	לאייעוו	5	0	True	0.9556463956832886
לאחוויץ	באריסוב	4	0	True	0.9502760767936707
לאחוויץ	דראהיטשין	10	2	True	0.9472112059593201
לאחוויץ	איצניע	9	2	True	0.9461989998817444
לאחוויץ	קאפאצאוו	8	3	True	0.9421465396881104
לאחוויץ	ומעזיבוז	8	0	True	0.9421242475509644
לאמזא	ביעלסק	31	30	True	0.8938643932342529
לאמזא	מינסק	29	410	True	0.8905079960823059
לאמזא	שאוועל	26	46	True	0.8758289813995361
לאמזא	פיראטין	31	23	True	0.8733761310577393
לאמזא	הוראדנא	20	244	True	0.8706542253494263
לאמזא	האטין	11	9	True	0.8679184913635254
לאמזא	פלונסק	18	53	True	0.8669956922531128
לאמזא	פאלטאווע	25	25	True	0.8652257323265076
לאמזא	וויטעבסק	19	106	True	0.8643243312835693
לאמזא	סאראקא	14	16	True	0.8620165586471558
לאמזא	מאריאמפאל	22	27	True	0.8601622581481934
לאמזא	ליטין	18	20	True	0.8581826090812683
לאמזא	פלך	11	856	False	0.8573638200759888
לאמזא	פאלטאווא	17	48	True	0.8563903570175171
לאמזא	קנישין	16	27	True	0.8563442230224609
לאמזא	אומאן	9	41	True	0.85548996925354
לאמזא	סובאלק	15	161	True	0.8548403978347778
לאמזא	פאנעוויעז	33	8	True	0.8541750907897949
לאמזא	מאהליב	18	118	True	0.8539857864379883
לאנדאן	פאריז	4	2204	True	0.8388755321502686
לאנדאן	נויארק	5	405	True	0.8099762201309204
לאנדאן	קונסטאנטינופולי	22	14	True	0.7991427779197693
לאנדאן	בוקארעשט	8	191	True	0.7938314080238342
לאנדאן	באללאראט	18	7	True	0.7811495661735535
לאנדאן	פעסט	7	367	True	0.7808715105056763
לאנדאן	לעמברג	24	7	True	0.7807050943374634
לאנדאן	וויען	10	2783	True	0.7787463068962097
לאנדאן	לונדן	12	17	True	0.7780539989471436
לאנדאן	אדעססא	19	579	True	0.7755187749862671
לאנדאן	בוקארעסט	8	63	True	0.7748501300811768
לאנדאן	בודא	10	43	True	0.774016261100769
לאנדאן	קאנסטאנטינאפעל	17	31	True	0.773044764995575
לאנדאן	פאריש	12	19	True	0.7718444466590881
לאנדאן	אויגסבורג	17	13	True	0.7714684009552002
לאנדאן	ליעדם	22	9	True	0.7712422609329224
לאנדאן	לונדון	3	848	True	0.7671209573745728
לאנדאן	סופיאה	16	7	True	0.7666548490524292
לאנדאן	באקוי	17	15	True	0.764691948890686
לאנדן	יאנקערס	1	1	True	0.9198704957962036
לובלין	זעזמער	26	5	True	0.8043298125267029
לובלין	טרישקי	15	8	True	0.8006500005722046
לובלין	סלאוויטא	9	14	True	0.7998476028442383
לובלין	ווילנא	8	1096	True	0.7989603877067566
לובלין	שעדליץ	10	29	True	0.7979356050491333
לובלין	אוסטרהא	27	15	True	0.7953426837921143
לובלין	סטאראדוב	5	8	True	0.7945312261581421
לובלין	שערליץ	6	11	True	0.7933745980262756
לובלין	פיעטרקוב	2	56	True	0.7896491289138794
לובלין	זיטאמיר	6	157	True	0.7882411479949951
לובלין	ריפין	11	9	True	0.7879576086997986
לובלין	שאוועל	26	46	True	0.7853108644485474
לובלין	בילסק	19	4	True	0.7853045463562012
לובלין	חאטין	11	13	True	0.7840666770935059
לובלין	פלאצק	12	104	True	0.7827427387237549
לובלין	וויניצא	6	30	True	0.7818451523780823
לובלין	וועקשנה	8	5	True	0.7814267873764038
לובלין	לאמזע	11	13	True	0.78127121925354
לובלין	מסטיסלאוו	14	7	True	0.7811156511306763
לונדאן	איפאלשאג	6	2	True	0.9086651802062988
לונדאן	דיארמאט	2	2	True	0.9052746295928955
לונדאן	שמחר	1	2	False	0.9029300212860107
לונדן	וואיטצען	21	8	True	0.8531028032302856
לונדן	שטאקהלם	26	1	True	0.8492761850357056
לונדן	שוועדע	10	1	True	0.8470084071159363
לונדן	סימפעראפעל	23	4	True	0.8458558320999146
לונדן	ראגאזען	23	2	True	0.8429892063140869
לונדן	בייטהען	9	3	True	0.8429616093635559
לונדן	ויניציאה	9	6	True	0.8412967920303345
לונדן	ברעמגארטען	44	1	True	0.8383139967918396
לונדן	בוראפעסט	17	12	True	0.8368120789527893
לונדן	יבאייר	6	0	False	0.8365437984466553
לונדן	בסעמפלין	9	0	True	0.8307510614395142
לונדן	היידעלבערג	12	18	True	0.8281007409095764
לונדן	בעניע	7	2	True	0.826203465461731
לונדן	אשפצין	20	2	True	0.824750542640686
לונדן	אוהעלי	21	8	True	0.8245651721954346
לונדן	רייטשלאנד	14	2	True	0.8232454061508179
לונדן	ליעדם	22	9	True	0.8231642246246338
לידא	איוועניץ	4	8	True	0.7909982204437256
לידא	שווינציאן	3	3	True	0.7809383869171143
לידא	פליסקאוו	7	7	True	0.7797792553901672
לידא	באברינעץ	12	6	True	0.7781525254249573
לידא	קארסאן	16	17	True	0.7744265198707581
לידא	האטימסק	1	5	True	0.7719841003417969
לידא	בויסק	10	10	True	0.7715265154838562
לידא	איהומען	3	9	True	0.7713519334793091
לידא	נישוויעז	24	1	True	0.769811749458313
לידא	קיעלץ	4	23	True	0.7659837007522583
לידא	מלאווע	3	3	True	0.7627570033073425
לידא	שידלוב	3	5	True	0.7624056935310364
לידא	זלאטאפאל	2	11	True	0.7591503858566284
לידא	קלעצק	3	10	True	0.7563432455062866
לידא	ראדזאנאוו	1	5	True	0.7552601099014282
לידא	בעלז	5	23	True	0.7548349499702454
לידן	דנפקא	1	7	False	0.8115925192832947
לידן	דהכי	1	29	False	0.8108965158462524
לידן	דמצוות	1	4	False	0.809490978717804
ליווערפול	אנטווערפען	1	7	True	0.8870929479598999
ליווערפול	מאנטווערפען	2	12	True	0.8771270513534546
ליווערפול	הבאספהארוס	2	2	True	0.8522813320159912
ליווערפול	פארטסמוטה	2	17	True	0.852060079574585
ליווערפול	לסאלוניק	6	5	True	0.8514746427536011
ליווערפול	מארשיליא	4	7	True	0.8509042263031006
ליווערפול	מליווערפאל	1	11	True	0.8400430679321289
ליווערפול	ממאלטא	2	7	True	0.8352727890014648
ליוורנא	קושטנטינא	4	1	True	0.9370086789131165
ליוורנא	זעלוועסבארג	5	1	True	0.9284937381744385
ליוורנו	אלחריזי	2	10	False	0.8803435564041138
ליוורנו	בעמח	1	0	False	0.8772698044776917
ליוורנו	סיגעט	10	5	True	0.8716689348220825
ליוורנו	יוזעפוף	7	5	True	0.8692178130149841
ליוורנו	ווייזעל	9	5	False	0.865401029586792
ליטא	וזאמוט	1	28	True	0.8199729919433594
ליטא	וליטא	1	25	True	0.8028656244277954
ליטא	פולין	1	1221	True	0.7997419834136963
ליטא	ורייסין	1	6	True	0.7903270125389099
ליטא	זאמוט	1	46	True	0.7793750762939453
ליטא	גאליציא	1	230	True	0.7633189558982849
ליטא	בליטא	1	122	True	0.7617844343185425
ליטא	גאליציע	1	30	True	0.7350007891654968
ליטא	וגאליציען	1	38	True	0.7159069776535034
ליטא	גאליציה	1	60	True	0.7104833126068115
ליטא	קורלאנד	3	50	True	0.7054318189620972
ליטא	וקורלאנד	1	7	True	0.700035810470581
ליטא	פוילין	2	30	True	0.6954463124275208
ליטא	וואלין	1	143	True	0.6923346519470215
לייפציג	קראקויא	21	42	True	0.7561724185943604
לייפציג	לעמבערג	12	242	True	0.7433112859725952
לייפציג	אלטונא	7	41	True	0.7394600510597229
לייפציג	ברעסלוי	7	90	True	0.7261290550231934
לייפציג	מינכען	5	129	True	0.722853422164917
לייפציג	ווין	7	49	True	0.7171132564544678
לייפציג	שטעטין	5	37	True	0.7145977020263672
לייפציג	קעניגסבורג	14	3	True	0.7127053737640381
לייפציג	פעשט	10	13	True	0.7097726464271545
לייפציג	פאזעוואלק	9	9	True	0.7078843116760254
לייפציג	קאפענהאגען	11	25	True	0.7036197185516357
לייפציג	אינאווראצלאוו	9	17	True	0.7029831409454346
לייפציג	וויניציא	3	33	True	0.7026956081390381
לייפציג	טהארן	4	52	True	0.7003803253173828
לייפציג	וויען	10	2783	True	0.6988035440444946
לייפציג	בייטהען	9	3	True	0.6971645355224609
לייפציג	פראג	9	370	True	0.6971243619918823
ליססא	זאהרוי	2	0	True	0.8478160500526428
ליססא	אסיסטענט	1	20	False	0.842204213142395
ליפסיא	שבגירסת	2	2	False	0.95625239610672
ליפסיא	ובמנהיג	3	1	False	0.9521850943565369
ליק	התרלה	2	3	False	0.7467545866966248
ליק	יבאייר	6	0	False	0.7365626096725464
ליק	תרלהלפק	1	0	False	0.7198270559310913
ליק	ראגאזען	23	2	True	0.7191880941390991
ליק	התדלה	2	1	False	0.7058424949645996
ליק	האננאפער	15	10	True	0.7049582600593567
ליק	רייטשלאנד	14	2	True	0.6972790360450745
ליק	סיוון	10	10	False	0.6958089470863342
ליק	תרסא	8	0	False	0.6905427575111389
ליק	תרמנ	3	0	False	0.6889703273773193
ליק	בירחתמוז	1	0	False	0.6889371871948242
ליק	תקסה	6	0	False	0.6885443925857544
ליק	התרלד	3	2	False	0.6874964237213135
לנדון	תינוקו	1	0	False	0.908470630645752
לנדון	הכבלי	1	3	False	0.9058533310890198
לנדן	המתנאה	1	5	False	0.8468899130821228
לעמבערג	קראקויא	21	42	True	0.8051836490631104
לעמבערג	אלטאנא	14	16	True	0.7883236408233643
לעמבערג	מאסקויא	6	94	True	0.7865331768989563
לעמבערג	ברעסלוי	7	90	True	0.7862680554389954
לעמבערג	טילזיט	12	17	True	0.7858414053916931
לעמבערג	לונדן	12	17	True	0.7763081789016724
לעמבערג	לאנצוט	43	7	True	0.7676414251327515
לעמבערג	טארגאוו	6	5	True	0.7671222686767578
לעמבערג	ליבוי	3	21	True	0.7666209936141968
לעמבערג	אלטונא	7	41	True	0.7659554481506348
לעמבערג	אויגסבורג	17	13	True	0.7637311220169067
לעמבערג	ברעמגארטען	44	1	True	0.7635378837585449
לעמבערג	אוהעלי	21	8	True	0.7633348703384399
לעמבערג	ווין	7	49	True	0.7617825865745544
לעמבערג	פרעמיסלא	21	6	True	0.7613422274589539
לעמבערג	מערטער	15	7	True	0.7599375247955322
לעמבערג	פאלטישען	5	10	True	0.7562496066093445
לעמבערג	האננאפער	15	10	True	0.7561442255973816
לעמבערג	בוראפעסט	17	12	True	0.7542705535888672
לעמברג	בוקארשט	20	0	True	0.9176544547080994
לעמברג	פפרמ	32	0	True	0.907820463180542
לעמברג	קארלשטאד	9	1	True	0.8976818323135376
לעמברג	פעטרעקאוו	12	0	True	0.8974339365959167
לעמברג	דימייעווקי	29	7	True	0.8966962695121765
לעמברג	מאינן	13	10	True	0.8962532877922058
לעמברג	וואיטצען	21	8	True	0.8955796957015991
לעמברג	ברזעזין	29	3	True	0.8943705558776855
לעמברג	נעשוויז	17	4	True	0.8924354910850525
לעמברג	סאדאגארא	21	3	True	0.8922303915023804
לעמברג	מילהויזען	15	9	True	0.8885735869407654
לעמברג	ובתונים	6	1	True	0.8881721496582031
לעמברג	ריזיסטשעוו	17	0	True	0.8873282670974731
לעמברג	גאלאטן	17	1	True	0.8869693279266357
לעמברג	שטאקהלם	26	1	True	0.8867376446723938
לעמברג	כלכתא	10	5	True	0.8866691589355469
לעמברג	נאוואגראדוואלינסק	21	3	True	0.8864899277687073
לעסלא	בצלאלהכהן	2	0	False	0.9533982872962952
לעסלא	מבערזיווי	4	2	True	0.9523310661315918
לעסלא	ווראדיש	3	0	True	0.9518325924873352
לעסלא	ושווינצאן	1	0	True	0.9507162570953369
לפסיא	קוניץ	1	2	True	0.9593347907066345
לפסיא	שהפריע	3	2	False	0.9578869342803955
לפסיא	ללאר	1	3	True	0.9563015699386597
מאהילוב	פלך	11	856	False	0.9152184724807739
מאהילוב	טשערניגוב	10	42	True	0.8917181491851807
מאהילוב	פאראליען	12	13	True	0.8769071102142334
מאהילוב	וויטעבסק	19	106	True	0.8736187815666199
מאהילוב	שאוועל	26	46	True	0.8701248168945312
מאהילוב	סובאלק	15	161	True	0.8670626878738403
מאהילוב	מאזיר	9	30	True	0.8645174503326416
מאהילוב	ארהיוב	11	9	True	0.8593145608901978
מאהילוב	פאלטאווא	17	48	True	0.859133243560791
מאהילוב	מינסק	29	410	True	0.855125367641449
מאהילוב	ליטין	18	20	True	0.8549606800079346
מאהילוב	פרען	35	24	True	0.8531818985939026
מאהילוב	פאדאלסק	7	47	True	0.8500372171401978
מאהילוב	הערסאן	4	110	True	0.849515974521637
מאהילוב	סאראקי	13	13	True	0.8491446375846863
מאהילוב	לאמזא	26	112	True	0.8469485640525818
מאהילוב	ראדאמישל	23	9	True	0.8445991277694702
מאהילוב	גראדנא	17	154	True	0.8410858511924744
מאהילוב	פאלאצק	11	12	True	0.8408780694007874
מאהלוב	ראדאשקאוויץ	1	3	True	0.9224564433097839
מאהלוב	פרוזין	1	1	True	0.9186629056930542
מאהלוב	דעמייעווקי	3	1	True	0.9184339046478271
מאהלוב	מאזעוועצקי	5	3	True	0.9122508764266968
מאהלוב	אנאנאיוב	2	1	True	0.9093467593193054
מאהלוב	אושפאלע	2	1	True	0.909101128578186
מאהליב	מינסק	29	410	True	0.8867263793945312
מאהליב	פאניעוועז	6	23	True	0.8578431606292725
מאהליב	פיראטין	31	23	True	0.854499340057373
מאהליב	לאמזא	26	112	True	0.8539857864379883
מאהליב	קרעמענטשוג	22	44	True	0.8489118218421936
מאהליב	וויטעבסק	19	106	True	0.848371684551239
מאהליב	קאוואל	18	28	True	0.8455473184585571
מאהליב	באריסאוו	25	38	True	0.8447538614273071
מאהליב	מאריאמפאל	22	27	True	0.8444209098815918
מאהליב	דינאבורג	21	101	True	0.8442753553390503
מאהליב	שאוועל	26	46	True	0.8440592288970947
מאהליב	המעלניק	12	14	True	0.8436762094497681
מאהליב	הוראדנא	20	244	True	0.8420528173446655
מאהליב	ביעלסק	31	30	True	0.841231644153595
מאהליב	טולטשין	11	26	True	0.8409015536308289
מאהליב	וואלקאוויסק	11	23	True	0.8390567898750305
מאהליב	קישינוב	11	66	True	0.8385876417160034
מאהליב	פרען	35	24	True	0.8376598358154297
מאהליב	סאראקא	14	16	True	0.8376180529594421
מאינץ	התרלד	3	2	False	0.7452969551086426
מאינץ	לונדן	12	17	True	0.7282941341400146
מאינץ	התרמיא	1	1	False	0.7134364247322083
מאינץ	התרליט	1	2	False	0.711562991142273
מאינץ	התרלח	1	0	False	0.7089250087738037
מאינץ	התרס	3	0	False	0.7076525688171387
מאינץ	התרלה	2	3	False	0.7056499719619751
מאינץ	למטמונים	8	6	False	0.7021591067314148
מאינץ	יבאייר	6	0	False	0.7020794749259949
מאינץ	כסלו	2	210	False	0.7011291980743408
מאינץ	חשוון	1	79	False	0.6988730430603027
מאנטרעאל	גאלוועסטאן	9	5	True	0.8471901416778564
מאנטרעאל	אלגייר	5	2	True	0.8349916338920593
מאנטרעאל	פהילאדעלפהיא	12	9	True	0.8348673582077026
מאנטרעאל	ובתונים	6	1	True	0.8339332342147827
מאנטרעאל	חיפו	13	12	True	0.8293218016624451
מאנטרעאל	מאגאדור	9	7	True	0.8292385339736938
מאנטרעאל	שיקאנא	8	6	True	0.8274494409561157
מאנטרעאל	מונטריאל	11	9	True	0.8255414962768555
מאנטרעאל	אורשא	8	3	True	0.825053334236145
מאנטרעאל	ווארלא	15	4	True	0.8217063546180725
מאנטרעאל	טראבלוס	5	7	True	0.8211342096328735
מאנטרעאל	יעלעץ	20	15	True	0.8204517960548401
מאנטרעאל	באגדאר	7	2	True	0.820293128490448
מאנטרעאל	בירוט	20	8	True	0.820152759552002
מאנטשעסטער	ליגניטץ	5	5	True	0.9006384611129761
מאנטשעסטער	וויטטענבערג	18	1	True	0.8993051648139954
מאנטשעסטער	אנקונא	17	4	True	0.8942841291427612
מאנטשעסטער	קאאירא	1	2	True	0.8927316069602966
מאנטשעסטער	כמחוז	2	9	False	0.8908505439758301
מאנטשעסטער	נפאל	10	1	True	0.8813371658325195
מאנטשעסטער	שאלאן	12	5	True	0.8790570497512817
מאנטשעסטער	נארדהויזען	10	3	True	0.8781837224960327
מאנטשעסטער	לואום	5	1	True	0.8772599697113037
מאנשעסטער	בירמינגהאם	2	30	True	0.8106944561004639
מאנשעסטער	ליעדם	22	9	True	0.8090710043907166
מאנשעסטער	סטאוויסק	23	16	True	0.8007254004478455
מאנשעסטער	דימייעווקי	29	7	True	0.7984122633934021
מאנשעסטער	באגוסלאב	9	1	True	0.7975889444351196
מאנשעסטער	נישוויעז	24	1	True	0.7972537279129028
מאנשעסטער	ברזעזין	29	3	True	0.7965067625045776
מאנשעסטער	קריוואזאר	20	11	True	0.7951204776763916
מאנשעסטער	באגראד	11	32	True	0.7930989265441895
מאנשעסטער	אוגוסטאוו	29	6	True	0.7915428280830383
מאנשעסטער	יעקאטערינסלאוו	18	3	True	0.7910973429679871
מאנשעסטער	באהסלאב	29	6	True	0.7906476259231567
מאנשעסטער	דריססא	8	7	True	0.7906361818313599
מאנשעסטער	סאדאגארא	21	3	True	0.7902199029922485
מאנשעסטער	ליובאר	18	6	True	0.789430558681488
מאנשעסטער	קארסון	10	5	True	0.7893058061599731
מאנשעסטער	סטאראדוב	5	8	True	0.7882513403892517
מאנשעסטער	סקאפין	9	9	True	0.787962794303894
מאנשעסטער	טווער	8	19	True	0.7879058718681335
מאנשעסטר	ניזיען	10	0	True	0.9203711748123169
מאנשעסטר	פאלטווא	6	0	True	0.9178777933120728
מאנשעסטר	ריזיסטשעוו	17	0	True	0.91721111536026
מאנשעסטר	פסקוב	2	0	True	0.9136112928390503
מאנשעסטר	קאסניטין	8	1	True	0.9109282493591309
מאנשעסטר	פריאסלוב	6	1	True	0.9076441526412964
מאנשעסטר	טשעכענאווצי	6	0	True	0.9063594937324524
מאנשעסטר	בערשור	11	1	True	0.9050741195678711
מאנשעסטר	בומבאי	6	2	True	0.9041100740432739
מאנשעסטר	קארלשטאד	9	1	True	0.9039754271507263
מאסקווא	אדעססא	19	579	True	0.8255646228790283
מאסקווא	קאוונא	16	610	True	0.8009631633758545
מאסקווא	ווארשא	3	3419	True	0.7669391632080078
מאסקווא	מינסק	29	410	True	0.7628705501556396
מאסקווא	מאסקוי	1	70	True	0.7583475112915039
מאסקווא	קיוב	8	490	True	0.755253791809082
מאסקווא	ארעססא	13	7	True	0.7520633935928345
מאסקווא	טאגאנדאג	19	13	True	0.7476348876953125
מאסקווא	האייסין	15	3	True	0.7427968978881836
מאסקווא	קאליש	3	218	True	0.7394336462020874
מאסקווא	טווער	8	19	True	0.7390934228897095
מאסקווא	בריסק	6	266	True	0.7387195825576782
מאסקווא	אדעסא	4	184	True	0.7377350330352783
מאסקווא	סימפעראפאל	2	22	True	0.7366210222244263
מאסקווא	קאלאראש	20	21	True	0.7355970144271851
מאסקווא	גראדנא	17	154	True	0.7355470657348633
מאסקווא	לוקאטש	15	10	True	0.7352467775344849
מאסקווא	קרעמענטשוג	22	44	True	0.7342115640640259
מאסקווע	זגיערז	6	11	True	0.7977985143661499
מאסקווע	מנאוואראדאק	5	3	True	0.7968306541442871
מאסקווע	קורעניץ	4	4	True	0.7960392236709595
מאסקווע	נאווארעדאק	7	2	True	0.7930901050567627
מאסקווע	בילסק	19	4	True	0.7925189733505249
מאסקווע	אמנאשטירשציזנא	8	4	True	0.7915284633636475
מאסקווע	שערליץ	6	11	True	0.7914583683013916
מאסקווע	באלטרומאנץ	15	9	True	0.789025604724884
מאסקווע	פרשעדבורז	6	3	True	0.7884620428085327
מאסקווע	טאווריג	6	3	True	0.7882168292999268
מגנצא	מננצא	4	9	True	0.7926453351974487
מגנצא	קארלשטאדט	17	15	True	0.7841255068778992
מגנצא	פינפקירכען	9	9	True	0.781532883644104
מגנצא	סמיכי	1	34	False	0.7779887914657593
מגנצא	קראקוי	6	40	True	0.7752180099487305
מגנצא	טשערנאוויטץ	21	8	True	0.7594632506370544
מגנצא	מיינץ	3	12	True	0.7572597861289978
מגנצא	דירקהיים	3	17	True	0.7546384334564209
מגנצא	מאטטערסדארף	11	14	True	0.7542845606803894
מגנצא	פפדמ	22	0	True	0.7517989277839661
מגנצא	לייפניק	7	6	True	0.746525764465332
מגנצא	ומהבדץ	9	0	False	0.7430487871170044
מגנצא	מונקאטש	10	3	True	0.7421248555183411
מגנצא	אקספארד	3	7	True	0.7393544316291809
מגנצא	אלטאפען	12	2	True	0.7335659265518188
מודינא	עהרענרייך	2	2	False	0.868073582649231
מודינא	פאזעוואלק	9	9	True	0.8631490468978882
מודינא	אופנהיים	2	8	True	0.8620566129684448
מודינא	תקעד	3	0	False	0.8601983785629272
מודינא	שאוול	4	7	True	0.8564354181289673
מונקאטש	סיגעט	10	5	True	0.9371473789215088
מונקאטש	לאוואנט	2	2	True	0.9191734790802002
מונקאטש	גרוישבערג	9	2	True	0.9147824645042419
מונקאטש	בפאזעוואלק	1	2	True	0.9139485359191895
מונקאטש	שעהנפעלד	2	2	True	0.9139047861099243
מילהויזען	מערטיר	16	5	True	0.9132229089736938
מילהויזען	יעדינעץ	5	3	True	0.911563515663147
מילהויזען	ברעמגארטען	44	1	True	0.911386251449585
מילהויזען	סעמענאווקא	21	1	True	0.9078425168991089
מילהויזען	סלאבאדע	8	0	True	0.9052505493164062
מילהויזען	אשפצין	20	2	True	0.9039438962936401
מילהויזען	בוקארשט	20	0	True	0.9034099578857422
מילהויזען	בעניע	7	2	True	0.9030989408493042
מילהויזען	באללאראט	18	7	True	0.902553379535675
מילהויזען	פרעמישלא	9	2	True	0.8987983465194702
מילהויזען	קאוואליא	5	3	True	0.8976311087608337
מילהויזען	אוסטרא	13	12	True	0.8968018889427185
מילהויזען	רוססלאנדפעטערסבורג	6	0	True	0.896478533744812
מילהויזען	גאלאטן	17	1	True	0.8963615894317627
מילהויזען	מאלעקסאנדראווסק	4	3	True	0.8961706161499023
מילהויזען	אוסטילא	10	4	True	0.8960674405097961
מינכען	וויען	10	2783	True	0.7973850965499878
מינכען	קראקויא	21	42	True	0.7755924463272095
מינכען	קעניגסבורג	14	3	True	0.7540539503097534
מינכען	שטעטין	5	37	True	0.7483929991722107
מינכען	מאסקויא	6	94	True	0.7325538396835327
מינכען	פראג	9	370	True	0.7316362261772156
מינכען	קארלסרוהע	29	4	True	0.7293177843093872
מינכען	פעשט	10	13	True	0.7275117635726929
מינכען	פאריז	4	2204	True	0.7267956733703613
מינכען	לייפציג	3	189	True	0.722853422164917
מינכען	פראסניטץ	9	9	True	0.7226157784461975
מינכען	קאפענהאגען	11	25	True	0.7214726209640503
מינכען	ויניציאה	9	6	True	0.7207241654396057
מינכען	ווירטעמבורג	23	4	True	0.7205760478973389
מינכען	ווין	7	49	True	0.7164837121963501
מינכען	ברעסלוי	7	90	True	0.7153511047363281
מינכען	במינכען	1	101	True	0.7127084136009216
מינכען	טשערנאוויטץ	21	8	True	0.7105419635772705
מינסק	לאמזא	26	112	True	0.8905079960823059
מינסק	מאהליב	18	118	True	0.8867263793945312
מינסק	קאוונא	16	610	True	0.8843516111373901
מינסק	וויטעבסק	19	106	True	0.8819369077682495
מינסק	קאוואל	18	28	True	0.8733021020889282
מינסק	גראדנא	17	154	True	0.8727383017539978
מינסק	דינאבורג	21	101	True	0.871751070022583
מינסק	ביעלסק	31	30	True	0.869413435459137
מינסק	פלונסק	18	53	True	0.8678301572799683
מינסק	סובאלק	15	161	True	0.8638339042663574
מינסק	פלך	11	856	False	0.8598147630691528
מינסק	סייני	10	79	True	0.8596639633178711
מינסק	שאוועל	26	46	True	0.8567357063293457
מינסק	הוראדנא	20	244	True	0.8566532135009766
מינסק	מאהילוב	12	81	True	0.855125367641449
מינסק	פאלטאווע	25	25	True	0.8533798456192017
מינסק	באריסאוו	25	38	True	0.852196216583252
מינסק	פרען	35	24	True	0.8511742949485779
מינסק	פיראטין	31	23	True	0.8508894443511963
מינקאוויץ	לאנצקרוניע	13	3	True	0.9357864260673523
מינקאוויץ	קריטשוב	14	4	True	0.9349206686019897
מינקאוויץ	קאסאווע	3	8	True	0.9335070848464966
מינקאוויץ	ליטען	5	6	True	0.9318689107894897
מינקאוויץ	ראטנא	3	1	True	0.9308333992958069
מינקאוויץ	קאפישאק	5	2	True	0.9304847717285156
מינקאוויץ	קראקינאווע	6	4	True	0.9300589561462402
מינקאוויץ	טימקאוויטש	9	5	True	0.9298157691955566
מינקאוויץ	טאהנטשע	8	4	True	0.9295018911361694
מינקאוויץ	קארמא	7	2	True	0.9292341470718384
מינקאוויץ	קוזניצא	19	4	True	0.9290157556533813
מינקאוויץ	בראוואר	6	1	True	0.9289567470550537
מינקאוויץ	קרעווא	7	4	True	0.928403377532959
מינקאוויץ	ברעזי	8	5	True	0.9279680252075195
מינקאוויץ	אנאפאלי	4	4	True	0.9277006387710571
מישקאלץ	שטערקונג	1	25	False	0.8839284777641296
מנטובה	גוטטמאכער	1	12	False	0.911857008934021
מנטובה	אסאד	1	8	True	0.9107799530029297
מנטובה	ומהבדץ	9	0	False	0.9061909317970276
מנטובה	אופנהיים	2	8	True	0.905565619468689
מנטובה	קוואהל	4	1	True	0.9048545956611633
מנטובה	אמשענאוו	3	5	True	0.9041754007339478
מעזיבוז	קריוואזאר	20	11	True	0.9219545125961304
מעזיבוז	סטעפעניץ	2	17	True	0.9130018949508667
מעזיבוז	דוביסאר	8	4	True	0.9109864234924316
מעזיבוז	דריססא	8	7	True	0.9109064936637878
מעזיבוז	פיראטין	31	23	True	0.9107372164726257
מעזיבוז	פיריאטין	21	10	True	0.9106267690658569
מעזיבוז	קרינאק	12	6	True	0.9057536721229553
מעזיבוז	ליסקאווע	6	6	True	0.9043869972229004
מעזיבוז	האראדישץ	16	12	True	0.9041025638580322
מעזיבוז	בריינסק	4	19	True	0.9040805697441101
מעזיבוז	קופישאק	8	7	True	0.9036861062049866
מעזיבוז	אוסטילא	10	4	True	0.903323769569397
מעזיבוז	אזאר	10	6	True	0.9001923203468323
מעזיבוז	המעלניק	12	14	True	0.9001584053039551
מעזיבוז	קראסילוב	29	5	True	0.8999158143997192
מעזיבוז	קורשאן	4	13	True	0.8997870683670044
מעזיבוז	מאקאווע	11	7	True	0.8997653722763062
מעזיבוז	האייסין	15	3	True	0.8980095386505127
מעזריטש	קריוואזאר	20	11	True	0.8606518507003784
מעזריטש	המעלניק	12	14	True	0.8592419624328613
מעזריטש	זינקוב	11	16	True	0.8563578724861145
מעזריטש	האראדישץ	16	12	True	0.8530880212783813
מעזריטש	מאריאמפאל	22	27	True	0.8529239296913147
מעזריטש	מערעץ	9	20	True	0.8490803241729736
מעזריטש	סאראקא	14	16	True	0.8483757376670837
מעזריטש	דיסנא	11	41	True	0.8482926487922668
מעזריטש	אטיק	4	21	True	0.8458805084228516
מעזריטש	שפאלע	6	6	True	0.8445459604263306
מעזריטש	קאלנא	9	18	True	0.8438394069671631
מעזריטש	זאבלודאווא	9	10	True	0.8423316478729248
מעזריטש	סטאלבצי	19	11	True	0.8400200009346008
מעזריטש	מאשנע	1	11	True	0.8384615182876587
מעזריטש	סדילקאוו	7	11	True	0.837655246257782
מעזריטש	האראדאק	19	20	True	0.8375868797302246
