Source	Target	#inTop50	#inCorpus	judgement	similarity
בומביי	אלגייר	5	2	True	0.9006022214889526
בומביי	קסטוריא	4	2	True	0.8996397256851196
בומביי	ענדינגען	2	1	True	0.8984726071357727
בוקארעסט	בוקארעשט	8	191	True	0.8691368699073792
בוקארעסט	בעלפאסט	19	8	True	0.8539434671401978
בוקארעסט	באללאראט	18	7	True	0.8517661094665527
בוקארעסט	ראמסגאט	14	8	True	0.8509460687637329
בוקארעסט	סופיאה	16	7	True	0.8457779288291931
בוקארעסט	ברעמגארטען	44	1	True	0.8449514508247375
בוקארעסט	מבעלפאסט	12	3	True	0.844602108001709
בוקארעסט	לאנצוט	43	7	True	0.8443728685379028
בוקארעסט	אוהעלי	21	8	True	0.8407183289527893
בוקארעסט	טאנגיר	12	28	True	0.8392503261566162
בוקארעסט	באנדאד	10	12	True	0.8387852907180786
בוקארעסט	גאלאטן	17	1	True	0.8381236791610718
בוקארעסט	קונסטאנטינופולי	22	14	True	0.8378676176071167
בוקארעסט	באטושאן	7	28	True	0.8344075083732605
בוקארעסט	מילהויזען	15	9	True	0.8336107134819031
בוקארעסט	אוסטרא	13	12	True	0.8315502405166626
בוקארעסט	קאנסטאנפינאפול	3	19	True	0.8309965133666992
בוקארעסט	קאלאראש	20	21	True	0.8297789692878723
בוקארעסט	קרעמניץ	7	14	True	0.8295982480049133
בוקארעשט	בוקארעסט	8	63	True	0.8691368699073792
בוקארעשט	סופיאה	16	7	True	0.8464210033416748
בוקארעשט	ראמסגאט	14	8	True	0.8251808881759644
בוקארעשט	גאלאטן	17	1	True	0.820546567440033
בוקארעשט	באללאראט	18	7	True	0.8106404542922974
בוקארעשט	קאלאראש	20	21	True	0.8091138601303101
בוקארעשט	רוסטצוק	15	7	True	0.8079198598861694
בוקארעשט	קישינעוו	8	4	True	0.8073667287826538
בוקארעשט	רומעגיען	13	4	True	0.8046473264694214
בוקארעשט	קאנסטאנטינאפל	4	5	True	0.8034638166427612
בוקארעשט	מבעלפאסט	12	3	True	0.8022075891494751
בוקארעשט	קאנסטאנפינאפול	3	19	True	0.8018440008163452
בוקארעשט	קונסטאנטינופולי	22	14	True	0.8008795976638794
בוקארעשט	ברעמגארטען	44	1	True	0.79900062084198
בוקארעשט	בעלפאסט	19	8	True	0.7989885807037354
בוקארעשט	ופעטערסבורג	4	10	True	0.7979562282562256
בוקארעשט	קאנסטאנטינאפעל	17	31	True	0.7967585325241089
בוקארעשט	מערטיר	16	5	True	0.7946417927742004
בוקארעשט	לאנדאן	8	912	True	0.793831467628479
בוקורעשט	וקאניגסבערג	2	0	True	0.9188074469566345
בוקורעשט	יאראסלאוול	3	0	True	0.908797025680542
בוקורעשט	פשעמישל	2	2	True	0.905623197555542
בוקורעשט	דעעש	2	1	True	0.90421462059021
בוקורעשט	דורוהוי	12	2	True	0.9008102416992188
ביאליסטאק	הוראדנא	20	244	True	0.8506461381912231
ביאליסטאק	מאריאמפאל	22	27	True	0.8489106297492981
ביאליסטאק	מינסק	29	410	True	0.8369114398956299
ביאליסטאק	ביעלסק	31	30	True	0.8313400745391846
ביאליסטאק	לאמזא	26	112	True	0.8255887627601624
ביאליסטאק	קאוונא	16	610	True	0.8235610723495483
ביאליסטאק	פלונסק	18	53	True	0.822884738445282
ביאליסטאק	פאניוועז	10	27	True	0.8184701800346375
ביאליסטאק	האראדאק	19	20	True	0.8180047869682312
ביאליסטאק	האראדישץ	16	12	True	0.8173058032989502
ביאליסטאק	דינאבורג	21	101	True	0.8163634538650513
ביאליסטאק	מעזריטש	3	37	True	0.8161227703094482
ביאליסטאק	סייני	10	79	True	0.8150322437286377
ביאליסטאק	באריסאוו	25	38	True	0.8109092116355896
ביאליסטאק	אדעססא	19	579	True	0.808305561542511
ביאליסטאק	סטאוויסק	23	16	True	0.8074032068252563
ביאליסטאק	ווילנא	8	1096	True	0.806071400642395
ביאליסטאק	סאראקא	14	16	True	0.80372154712677
ביאליסטאק	זאבלודווא	10	7	True	0.8028790950775146
ביינה	קורייר	2	1	False	0.8397677540779114
ביינה	וויעדאמאסט	3	11	False	0.8369693756103516
ביינה	בוספור	2	0	True	0.8230583667755127
ביינה	מאינצ	2	0	True	0.8215570449829102
ביינה	קיעווליאנין	2	3	False	0.8155233860015869
בילגוראדו	רוססלאנדסעוואסטאפאל	2	0	True	0.9239975214004517
בילגוראדו	פריישטאדטל	2	1	True	0.921360194683075
בילגוראדו	אדאבעשט	3	0	True	0.9186006784439087
בילגוראדו	פאדברדז	13	0	True	0.9179491996765137
בילגוראדו	רומל	1	1	True	0.9121705889701843
בילוגראדו	בוראפעסט	17	12	True	0.9026280641555786
בילוגראדו	ברעמגארטען	44	1	True	0.8765994310379028
בילוגראדו	בערלאד	5	32	True	0.8730050325393677
בילוגראדו	יאראסלויא	6	9	True	0.870598554611206
בילוגראדו	פרשעמיסל	7	8	True	0.8697108030319214
בילוגראדו	פרעמיסלא	21	6	True	0.8689507246017456
בילוגראדו	טיפלים	3	5	True	0.8637991547584534
בילוגראדו	וואיטצען	21	8	True	0.8634101152420044
בילוגראדו	לאנצוט	43	7	True	0.8591946363449097
בילוגראדו	ליעדם	22	9	True	0.8579287528991699
בילוגראדו	נאווהרדאק	11	6	True	0.8562018275260925
בילוגראדו	תרלת	5	0	False	0.8559086918830872
בילוגראדו	טשענסטחוב	3	9	True	0.8558492660522461
בילוגראדו	סופיאה	16	7	True	0.8556548953056335
בילוגראדו	נישוויעז	24	1	True	0.8551751971244812
בילוגראדו	התרמה	2	1	False	0.8548823595046997
בילוגראדו	טריאסטי	4	14	True	0.8535431027412415
בילוגראדו	סערהייא	26	15	True	0.8530687093734741
בירות	הבירות	1	15	False	0.8199220895767212
בירות	והעירות	1	23	False	0.7949929237365723
בירות	והערים	1	155	False	0.7945300340652466
בירות	והכפרים	1	246	False	0.789350688457489
בירות	לאריססא	1	18	True	0.788070797920227
בירות	עוזבות	1	14	False	0.7821159362792969
בירות	במחוזי	1	21	False	0.7798395156860352
בירות	וסאלוניקו	2	2	True	0.7780318260192871
בירות	וואלאכיא	4	7	True	0.7740523219108582
בירות	הסרות	1	14	False	0.7731703519821167
בירות	נאספות	1	8	False	0.7730308771133423
במבאי	דעסוי	10	1	True	0.9194114804267883
במבאי	באבניא	5	1	True	0.9175326824188232
במבאי	ופרנקפורט	4	2	True	0.9174115657806396
במבאי	מאינעשטי	5	1	True	0.9173754453659058
במבאי	לואום	5	1	True	0.917296826839447
במבאי	טענעססע	2	2	True	0.9152765870094299
במבאי	דעברעצין	3	2	True	0.9147847890853882
במבי	לשאלוניק	4	1	True	0.9463270902633667
במבי	מיסלא	8	2	True	0.9399414658546448
במבי	שבתשרי	2	2	False	0.9372873902320862
במבי	לפסיא	8	1	True	0.9352290630340576
במבי	ניקלשבורג	2	2	True	0.9347922205924988
במביי	לסעיפי	1	3	False	0.9359963536262512
במביי	ברוססעל	2	1	True	0.9309558868408203
במביי	ברעסלאוי	5	2	True	0.9287925958633423
במביי	ווערצעלי	3	2	True	0.9275615215301514
בסיל	לבקום	1	2	True	0.8900935649871826
בסיל	שיחזק	2	1	False	0.8900337219238281
בסיל	ובמחילה	1	4	False	0.8899891376495361
בסיל	המפענת	1	2	False	0.8899321556091309
בסיליאה	ווינציא	8	5	True	0.9368552565574646
בסיליאה	שסג	7	0	False	0.9326921105384827
בסיליאה	בחומשים	7	4	False	0.9165390729904175
בסיליאה	בפירארא	2	4	True	0.914947509765625
בסיליאה	תתקלה	2	0	False	0.9063093066215515
בסיליאה	לפסיא	8	1	True	0.9009546041488647
בענדין	טימקאוויטש	9	5	True	0.9448745250701904
בענדין	קוזניצא	19	4	True	0.9333332777023315
בענדין	קריטשוב	14	4	True	0.9333317279815674
בענדין	קאפישאק	5	2	True	0.9325685501098633
בענדין	קרעווא	7	4	True	0.930392861366272
בענדין	הורארנא	20	5	True	0.9284325242042542
בענדין	בראוואר	6	1	True	0.9272140860557556
בענדין	קארמא	7	2	True	0.9271827340126038
בענדין	ריטאווע	5	4	True	0.9271280169487
בענדין	רזישטשוב	2	4	True	0.9264524579048157
בענדין	סטאלבצי	19	11	True	0.9264475703239441
בענדין	וויעטקא	3	2	True	0.9261995553970337
בענדין	טאהנטשע	8	4	True	0.9260960221290588
בענדין	שאקי	25	9	True	0.9259858727455139
בענדין	סעמיאטיץ	6	0	True	0.9252746105194092
בענדער	קריוואזער	3	6	True	0.7626190185546875
בענדער	זוועהיל	1	5	True	0.7597464323043823
בענדער	טרישקי	15	8	True	0.7588207721710205
בענדער	לאשיטץ	3	6	True	0.7544595003128052
בענדער	בענדערי	5	6	True	0.7541335821151733
בענדער	באהאפאליע	1	6	True	0.7523702383041382
בענדער	ליסקאווע	6	6	True	0.7522532343864441
בענדער	קארמא	7	2	True	0.7515395283699036
בענדער	בערריטשוב	2	4	True	0.7513983249664307
בענדער	זאסלאב	1	10	True	0.7508795857429504
בענדער	יורבורג	7	9	True	0.7504161596298218
בענדער	טאהנטשע	8	4	True	0.7482223510742188
בענדר	תבטחתי	1	2	False	0.937538743019104
בערדיטשוב	פיראטין	31	23	True	0.8746467232704163
בערדיטשוב	פרען	35	24	True	0.8646016716957092
בערדיטשוב	ראדאמישל	23	9	True	0.8636287450790405
בערדיטשוב	בייראמטשא	15	5	True	0.8620548248291016
בערדיטשוב	קאוועל	3	16	True	0.8558149933815002
בערדיטשוב	פיריאטין	21	10	True	0.8543803691864014
בערדיטשוב	קאלאראש	20	21	True	0.8535066246986389
בערדיטשוב	לעטיטשוב	15	13	True	0.8516268134117126
בערדיטשוב	סטאוויסק	23	16	True	0.8511446118354797
בערדיטשוב	קאמינעץ	6	8	True	0.8509214520454407
בערדיטשוב	טאטארבונאר	20	6	True	0.850666880607605
בערדיטשוב	אשמינא	34	16	True	0.8501075506210327
בערדיטשוב	דימייעווקי	29	7	True	0.8496876955032349
בערדיטשוב	קיידאן	12	24	True	0.849553108215332
בערדיטשוב	קרעמענטשוג	22	44	True	0.8483668565750122
בערדיטשוב	ליובאר	18	6	True	0.8479714393615723
בערדיטשוב	בעלץ	18	7	True	0.8465955853462219
בערדיטשוב	אקערמאן	21	15	True	0.8457822799682617
בערדיטשעוו	גומבין	8	4	True	0.9301936626434326
בערדיטשעוו	סעמענאווקא	21	1	True	0.926451563835144
בערדיטשעוו	ומעזיבוז	8	0	True	0.9200142025947571
בערדיטשעוו	לווילקאמיר	3	6	True	0.9193316102027893
בערדיטשעוו	קארסון	10	5	True	0.9192714095115662
בערדיטשעוו	סטעפאניץ	5	4	True	0.918224573135376
בערדיטשעוו	לאדזין	7	3	True	0.9175835251808167
בערדיטשעוו	פראמפאל	5	1	True	0.9153417348861694
בערדיטשעוו	ברעזי	8	5	True	0.9142493605613708
בערן	הבידה	11	14	False	0.8269486427307129
בערן	פרייבורג	13	14	True	0.8208428621292114
בערן	לסאלוניק	6	5	True	0.7996269464492798
בערן	תאנגיר	8	4	True	0.7990003228187561
בערן	פילזען	11	14	True	0.7980905771255493
בערן	גענף	6	26	True	0.7979049682617188
בערן	וואשינגטאן	3	49	True	0.7969431281089783
בערן	קאפענהאגען	11	25	True	0.7940282821655273
בערן	בשוויץ	1	14	True	0.7922119498252869
בערן	האאג	8	27	True	0.7908519506454468
בערן	לוקסעמבורג	2	10	True	0.7886251211166382
בערן	אויגסבורג	17	13	True	0.7885132431983948
בערן	טאקיא	2	3	True	0.7862144708633423
בערן	ראנקפורט	16	2	True	0.7825688123703003
בערן	שאלאן	12	5	True	0.7819780111312866
בראדי	ולעמבערג	1	9	True	0.7755773067474365
בראדי	באקוי	17	15	True	0.7609640955924988
בראדי	מוינעשט	2	35	True	0.7449398040771484
בראדי	פאריש	12	19	True	0.7447468042373657
בראדי	אדעססא	19	579	True	0.7396207451820374
בראדי	האלבערשטאדט	3	68	True	0.7358098030090332
בראדי	יאססי	11	125	True	0.7352921962738037
בראדי	בעלץ	18	7	True	0.7347621917724609
בראדי	טאגאנדאג	19	13	True	0.7338266968727112
בראדי	קרעמענטשוג	22	44	True	0.729885458946228
בראדי	סערהייא	26	15	True	0.7282367944717407
בראדי	יעקאטערינסלאוו	18	3	True	0.7253910303115845
בראדי	ראטטערדאם	7	10	True	0.7230650782585144
בראדי	יאסי	11	33	True	0.721977949142456
בראדי	מעמעל	5	60	True	0.7217385768890381
בראדי	אמרור	10	10	True	0.720999002456665
בראדי	פרשעמיסל	7	8	True	0.7193804979324341
בראדי	סניאטין	6	9	True	0.719228208065033
בראילוב	ראדזיווילישקי	4	2	True	0.9449805021286011
בראילוב	ראיגאראד	6	1	True	0.9426209330558777
בראילוב	פאצע	3	2	True	0.9421241283416748
בראילוב	ראטשאנז	1	2	True	0.9412577152252197
בראילוב	סטארידוב	2	1	True	0.937287449836731
בראילוב	בגובערני	11	1	False	0.9353500604629517
ברדיטשוב	סטאוויסק	23	16	True	0.8502489328384399
ברדיטשוב	וולאדיסלאוואוו	16	13	True	0.8339837789535522
ברדיטשוב	קאפוסט	3	18	True	0.8272280693054199
ברדיטשוב	סערהייא	26	15	True	0.8211925625801086
ברדיטשוב	מינסק	29	410	True	0.8173399567604065
ברדיטשוב	בערדיטשוב	6	52	True	0.8154439926147461
ברדיטשוב	האראדאק	19	20	True	0.8151400685310364
ברדיטשוב	דינאוויץ	11	23	True	0.8136337995529175
ברדיטשוב	יעקאטערינסלאוו	18	3	True	0.8115619421005249
ברדיטשוב	ליובאר	18	6	True	0.8109606504440308
ברדיטשוב	פיראטין	31	23	True	0.8105670213699341
ברדיטשוב	ביעלסק	31	30	True	0.8104190826416016
ברדיטשוב	קריוואזאר	20	11	True	0.8103553056716919
ברדיטשוב	דינאבורג	21	101	True	0.8093852996826172
ברדיטשוב	פרען	35	24	True	0.8093715906143188
ברדיטשוב	ארעססא	13	7	True	0.8077584505081177
ברדיטשוב	קארעץ	3	39	True	0.807517409324646
ברדיטשוב	פאנעוויעז	33	8	True	0.8050775527954102
ברדיטשוב	אשמינא	34	16	True	0.8033793568611145
ברונא	אסקולי	1	4	True	0.9013559818267822
ברוקלין	זעלוועסבארג	5	1	True	0.9310510158538818
ברוקלין	שמתוכו	1	2	False	0.9279971718788147
ברוקלין	שהמדפים	1	2	False	0.9255163669586182
ברוקלין	מהרעדאקטערים	1	2	False	0.9245200157165527
ברסלוי	לאדימיר	14	0	True	0.9302577972412109
ברסלוי	דעסוי	10	1	True	0.9273160696029663
ברסלוי	לואום	5	1	True	0.9246876239776611
ברסלוי	דעטמאלד	2	3	True	0.9174485802650452
ברסלוי	פראסניץ	4	3	True	0.9174445271492004
ברעסלא	פפרמ	32	0	True	0.841411828994751
ברעסלא	נייטרא	13	18	True	0.8314142227172852
ברעסלא	סטאניסלוי	14	7	True	0.8279098272323608
ברעסלא	פפדמ	22	0	True	0.8270018100738525
ברעסלא	זעזמער	26	5	True	0.8264569044113159
ברעסלא	האאג	8	27	True	0.8233105540275574
ברעסלא	ליפערפאל	11	2	True	0.8215155601501465
ברעסלא	שניפישאק	10	4	True	0.8160629272460938
ברעסלא	מארבורג	16	10	True	0.8159210681915283
ברעסלא	ברינן	13	14	True	0.8155409693717957
ברעסלא	העלזינגפארס	13	10	True	0.8145788311958313
ברעסלא	בקראקויא	2	13	True	0.8135945796966553
ברעסלא	ופראנקפורט	20	9	True	0.8130187392234802
ברעסלא	קארלסרוהע	29	4	True	0.8130074739456177
ברעסלא	גנעזען	11	6	True	0.810573935508728
ברעסלא	שניידעמיהל	30	3	True	0.8082934021949768
ברעסלא	זלאטשוב	23	4	True	0.8073792457580566
ברעסלא	ניקאלסבורג	13	21	True	0.806376576423645
ברעסלוי	קראקויא	21	42	True	0.8053960204124451
ברעסלוי	אלטאנא	14	16	True	0.8019311428070068
ברעסלוי	אויגסבורג	17	13	True	0.7937664985656738
ברעסלוי	לעמבערג	12	242	True	0.7862679958343506
ברעסלוי	לויטענבורג	16	10	True	0.7796229124069214
ברעסלוי	מארבורג	16	10	True	0.7702133655548096
ברעסלוי	קארלסרוהע	29	4	True	0.7679152488708496
ברעסלוי	האננאפער	15	10	True	0.7665841579437256
ברעסלוי	ופראנקפורט	20	9	True	0.7659069299697876
ברעסלוי	בייטהען	9	3	True	0.7642806172370911
ברעסלוי	פפדמ	22	0	True	0.7620553970336914
ברעסלוי	שילדבערג	6	9	True	0.7547099590301514
ברעסלוי	טילזיט	12	17	True	0.7528986930847168
ברעסלוי	ניישטאדט	8	36	True	0.751401424407959
ברעסלוי	ווירטעמבורג	23	4	True	0.7512233257293701
ברעסלוי	ראגאזען	23	2	True	0.7497012615203857
ברעסלוי	פפרמ	32	0	True	0.7484690546989441
ברעסלוי	רייטשלאנד	14	2	True	0.7475035190582275
ברעסלויא	קראקויא	21	42	True	0.8024481534957886
ברעסלויא	לויא	2	14	True	0.7776805758476257
ברעסלויא	פפדמ	22	0	True	0.7732692956924438
ברעסלויא	ופראנקפורט	20	9	True	0.7650980353355408
ברעסלויא	לונדן	12	17	True	0.7514170408248901
ברעסלויא	סימפעראפעל	23	4	True	0.7468518614768982
ברעסלויא	קארלסרוהע	29	4	True	0.7450549602508545
ברעסלויא	מננצא	4	9	True	0.7436767816543579
ברעסלויא	ברעסלוי	7	90	True	0.7430703043937683
ברעסלויא	לעמבערג	12	242	True	0.7419865727424622
ברעסלויא	קאססעל	1	109	True	0.7418873310089111
ברעסלויא	ראנקפורט	16	2	True	0.7407879829406738
ברעסלויא	לויטענבורג	16	10	True	0.7390265464782715
ברעסלויא	בבודא	4	14	True	0.7388319969177246
ברעסלויא	אלטאנא	14	16	True	0.7380450963973999
ברעסלויא	קארעסט	10	6	True	0.7380110025405884
ברעסלויא	ובסט	9	1	True	0.7377421855926514
גנבה	גניבה	1	54	False	0.805589497089386
גנבה	נהרגה	1	28	False	0.7871838808059692
גנבה	הומתה	1	18	False	0.7537554502487183
גנבה	וגזלה	1	9	False	0.7365438938140869
גנבה	באסורים	1	11	False	0.725684404373169
גנבה	גזלה	1	26	False	0.7205761075019836
גנבה	נרצחה	1	46	False	0.7148708701133728
גנבה	גזילה	1	11	False	0.7140612602233887
גנבה	והושם	1	64	False	0.7111139893531799
גנבה	רצח	1	658	False	0.7102199792861938
גנבה	ונתבע	1	11	False	0.7082933783531189
גנבה	שנאשמו	1	30	False	0.7078222632408142
גנבה	שחטוה	1	4	False	0.7070633172988892
גנבה	ונשפטו	1	8	False	0.7066078186035156
גרבה	ומחוללו	2	0	False	0.9415819644927979
גאלאטה	בלימעון	1	0	False	0.872433602809906
גאלאטה	ומחבקות	1	2	False	0.8632725477218628
גאלאטץ	גאלאץ	1	33	True	0.8340868949890137
גאלאטץ	חיפא	6	14	True	0.8232066631317139
גאלאטץ	מוינעשט	2	35	True	0.8192875385284424
גאלאטץ	נאלאטץ	1	8	True	0.8175962567329407
גאלאטץ	חיפו	13	12	True	0.8164238929748535
גאלאטץ	באקוי	17	15	True	0.8145738840103149
גאלאטץ	טאנגיר	12	28	True	0.8128666877746582
גאלאטץ	קאפשטאדט	7	9	True	0.8102357387542725
גאלאטץ	סאמאקאף	9	13	True	0.8087806105613708
גאלאטץ	באקו	2	36	True	0.8067855834960938
גאלאטץ	פלאיעשטי	11	4	True	0.8058096170425415
גאלאטץ	מאגאדור	9	7	True	0.8027036190032959
גאלאטץ	האיידעראבאד	4	5	True	0.8018337488174438
גאלאטץ	בראילא	2	27	True	0.7974561452865601
גאלאטץ	שאלוניקי	7	28	True	0.7967044115066528
גאלאטץ	טאגאנראג	8	11	True	0.7963398694992065
גאלאטץ	פאלעשט	10	6	True	0.7962122559547424
גאלאטץ	קאנסטאנטינאפעל	17	31	True	0.7960366606712341
גאלאטץ	פאקשאן	3	38	True	0.7960212826728821
גוזלווא	לאדימיר	14	0	True	0.9371929168701172
גוזלווא	דורוהוי	12	2	True	0.9348288774490356
גוזלווא	דוגעליסאק	5	1	True	0.9313846826553345
גוזלווא	וקראקוי	1	2	True	0.9290820360183716
גוזלווא	מארסעליע	2	2	True	0.9285442233085632
גוזלווא	סאראייעווא	7	1	True	0.9285150766372681
גינובה	גיגובה	3	2	True	0.9253406524658203
גינובה	קארסיקא	2	35	True	0.8858480453491211
גינובה	הסארטי	1	3	False	0.8642410635948181
גינובה	ואתרוגי	2	20	False	0.863540530204773
גינובה	קורסיקא	1	8	True	0.8465895652770996
גינובה	ידוקים	1	28	False	0.844159722328186
גיסא	מאידך	1	8	False	0.8302205204963684
גיסא	לדידן	1	21	False	0.706261157989502
גיסא	לדידהו	1	14	False	0.6989360451698303
גיסא	ולאידך	1	8	False	0.6977839469909668
גיסא	וכולי	1	19	False	0.6955083608627319
גיסא	ותרעא	1	8	False	0.6949713230133057
גיסא	לכולי	1	18	False	0.6888782978057861
גיסא	אינהו	1	30	False	0.6880937814712524
גלאגוי	האנטיסימיט	1	14	False	0.844964861869812
גלאגוי	ברייכענבאך	3	2	True	0.8443894386291504
גלאגוי	הסאציאליסט	1	14	False	0.8354319334030151
גלאגוי	בהאנוי	4	6	True	0.8278499841690063
גלאגוי	טריער	3	19	True	0.8269730806350708
גלאגוי	מארבורג	16	10	True	0.8267423510551453
גלאגוי	בינגען	19	5	True	0.82549649477005
גערשעל	המשוכח	3	3	False	0.8739842772483826
גערשעל	באקספורד	2	7	True	0.8661268949508667
גערשעל	החלמובבתיכלסוחרי	2	0	False	0.8654724359512329
גראדנא	מינסק	29	410	True	0.872738242149353
גראדנא	פלך	11	856	False	0.8650950193405151
גראדנא	לאמזא	26	112	True	0.8482948541641235
גראדנא	מאהילוב	12	81	True	0.8410857915878296
גראדנא	וויטעבסק	19	106	True	0.8365064859390259
גראדנא	פאלטאווא	17	48	True	0.8358833193778992
גראדנא	הוראדנא	20	244	True	0.8230501413345337
גראדנא	קאוונא	16	610	True	0.8206969499588013
גראדנא	דינאבורג	21	101	True	0.8206686973571777
גראדנא	קיוב	8	490	True	0.8183057308197021
גראדנא	ביעלסק	31	30	True	0.8180639147758484
גראדנא	אומאן	9	41	True	0.811963677406311
גראדנא	פאנעוויעז	33	8	True	0.8119418621063232
גראדנא	פלאצק	12	104	True	0.8102039098739624
גראדנא	לוצק	17	45	True	0.8101404309272766
גראדנא	פלונסק	18	53	True	0.8095787763595581
גראדנא	קנישין	16	27	True	0.808918833732605
גראדנא	באהסלאב	29	6	True	0.8078863620758057
גראדנא	מאהליב	18	118	True	0.807651162147522
גראייעווא	חייפו	5	2	True	0.846349835395813
גראייעווא	מודעהלהורים	2	0	False	0.8450111746788025
גראייעווא	תארנוהו	1	2	False	0.8425184488296509
גראייעווא	תוצמח	1	2	False	0.8397940397262573
גראייעווא	וגליציא	2	1	True	0.8366500735282898
גראיעווא	נעשוויז	17	4	True	0.8865327835083008
גראיעווא	אווגוסטאוו	6	5	True	0.8810983896255493
גראיעווא	לונטשיץ	9	10	True	0.8794357776641846
גראיעווא	הורארנא	20	5	True	0.8792681694030762
גראיעווא	קוזניצא	19	4	True	0.8777263164520264
גראיעווא	לאיזעווע	6	6	True	0.8764100670814514
גראיעווא	ראדישקאוויץ	9	4	True	0.8758686780929565
גראיעווא	שאקי	25	9	True	0.8753007650375366
גראיעווא	דוביסאר	8	4	True	0.8752824068069458
גראיעווא	סעמיאנאווקא	2	6	True	0.8748093247413635
גראיעווא	איסקאראסט	8	6	True	0.8741671442985535
גראיעווא	לאנצקרוניע	13	3	True	0.8737216591835022
גראיעווא	מיטויא	11	18	True	0.8708422183990479
גראיעווא	הערקי	10	4	True	0.8707801699638367
גראיעווא	מאהילב	10	6	True	0.870485782623291
גראסווארדיין	אלטאפען	12	2	True	0.8711122274398804
גראסווארדיין	שטארגארד	5	3	True	0.8559026122093201
גראסווארדיין	ווינניצא	2	11	True	0.8530403971672058
גראסווארדיין	ראגאלע	2	5	True	0.8494577407836914
גראסווארדיין	אנקונא	17	4	True	0.849189281463623
גראסווארדיין	שנסענו	1	3	False	0.8486365079879761
גראסווארדיין	גריידיץ	1	3	True	0.8456485867500305
גראסווארדיין	אסטראווא	9	7	True	0.8437854051589966
גראסווארדיין	גנעזען	11	6	True	0.8428002595901489
גרבה	ומחוללו	2	0	False	0.9415819644927979
דאנציג	פראגא	2	159	True	0.7070837616920471
דאנציג	מארסיליא	4	11	True	0.6941655278205872
דאנציג	שטוטגארט	21	5	True	0.6851276159286499
דאנציג	פינפקירכען	9	9	True	0.6848491430282593
דאנציג	קיעל	3	24	True	0.6836743354797363
דאנציג	וסובאלק	7	5	True	0.6816530823707581
דאנציג	שווערזענץ	1	2	True	0.6801819801330566
דאנציג	קאפענהאנען	4	12	True	0.6760976314544678
דאנציג	קאראלאווקא	14	2	True	0.6679891347885132
דאנציג	תחגות	2	4	False	0.6677806377410889
דובנא	שאוועל	26	46	True	0.8414924740791321
דובנא	סטאוויסק	23	16	True	0.8370964527130127
דובנא	ביעלסק	31	30	True	0.8357181549072266
דובנא	מערעץ	9	20	True	0.8356122970581055
דובנא	האראדישץ	16	12	True	0.8355013132095337
דובנא	לאמזא	26	112	True	0.82762610912323
דובנא	וואלקאוויסק	11	23	True	0.8260005712509155
דובנא	סלאנים	11	135	True	0.8246843814849854
דובנא	פראשניץ	7	29	True	0.8234503269195557
דובנא	באריסאוו	25	38	True	0.822842001914978
דובנא	סמילא	18	34	True	0.8201959729194641
דובנא	פאלאנגען	13	15	True	0.8187020421028137
דובנא	טעלז	13	59	True	0.8183512687683105
דובנא	טרעסטינא	11	12	True	0.8176660537719727
דובנא	אמדור	11	17	True	0.8176532983779907
דובנא	קעלם	19	23	True	0.8170757293701172
דובנא	דיסנא	11	41	True	0.8160815238952637
דובנא	רעזיצא	18	6	True	0.8160395622253418
דובנא	בערדיטשוב	6	52	True	0.8146637678146362
דובראוונא	גובערגיע	1	6	False	0.7818547487258911
דובראוונא	לאמזע	11	13	True	0.7699323892593384
דובראוונא	לאחוויץ	5	3	True	0.760903000831604
דובראוונא	בענדין	5	9	True	0.7546719312667847
דובראוונא	רייגראד	8	5	True	0.7542194128036499
דובראוונא	קלינין	1	4	True	0.753659188747406
דיהרנפורט	קושטנטינא	4	1	True	0.9306246638298035
דיהרנפורט	ממניצעירהלויםיעקבספיראישירושלים	1	0	False	0.9289165735244751
דינאבורג	מינסק	29	410	True	0.871751070022583
דינאבורג	הוראדנא	20	244	True	0.861064076423645
דינאבורג	קרעמענטשוג	22	44	True	0.8566871285438538
דינאבורג	ביעלסק	31	30	True	0.8563461303710938
דינאבורג	טעלז	13	59	True	0.8530968427658081
דינאבורג	פיראטין	31	23	True	0.8516914248466492
דינאבורג	סמילא	18	34	True	0.8453265428543091
דינאבורג	באריסאוו	25	38	True	0.8452721834182739
דינאבורג	מאהליב	18	118	True	0.8442753553390503
דינאבורג	שאוועל	26	46	True	0.8421858549118042
דינאבורג	לאמזא	26	112	True	0.8413252830505371
דינאבורג	זינקוב	11	16	True	0.8402283191680908
דינאבורג	פלונסק	18	53	True	0.8393278121948242
דינאבורג	ראסיין	7	101	True	0.8383775949478149
דינאבורג	אגוסטאוו	5	20	True	0.8383712768554688
דינאבורג	קאוונא	16	610	True	0.8377856016159058
דינאבורג	באהסלאב	29	6	True	0.8374597430229187
דינאבורג	קאוואל	18	28	True	0.8348648548126221
דינאבורג	פאניוועז	10	27	True	0.8340703248977661
דמשק	צובה	2	56	True	0.7293362617492676
דמשק	חיפה	4	94	True	0.7178773880004883
דמשק	ביירוט	6	39	True	0.7157618999481201
דמשק	קאנסטאנטינאפעל	17	31	True	0.7129166126251221
דמשק	קאירא	1	100	True	0.7076482772827148
דמשק	חברון	6	202	True	0.7074282169342041
דמשק	נעאפעל	2	46	True	0.7020869851112366
דמשק	רושלים	5	14	True	0.6957198977470398
דמשק	אוראן	11	18	True	0.6948065757751465
דמשק	ויפו	8	25	True	0.6896594762802124
